2024-05-20 21:25:20.322 [info] (Client) Pylance async client (2024.5.1) started with python extension (2024.6.0)
2024-05-20 21:25:22.725 [info] [Info  - 9:25:22 PM] (13733) Pylance language server 2024.5.1 (pyright version 1.1.360, commit 4bc8428d) starting
2024-05-20 21:25:22.742 [info] [Info  - 9:25:22 PM] (13733) Server root directory: file:///home/mi/.vscode-server/extensions/ms-python.vscode-pylance-2024.5.1/dist
2024-05-20 21:25:22.746 [info] [Info  - 9:25:22 PM] (13733) Starting service instance "mi"
2024-05-20 21:25:22.747 [info] [Info  - 9:25:22 PM] (13733) Auto-Indent enabled
2024-05-20 21:25:23.060 [info] [Info  - 9:25:23 PM] (13733) Setting pythonPath for service "mi": "/usr/bin/python3"
2024-05-20 21:25:23.060 [info] [Info  - 9:25:23 PM] (13733) Setting environmentName for service "mi": "3.6.9 (global)"
2024-05-20 21:25:23.253 [info] [Info  - 9:25:23 PM] (13733) Assuming Python version 3.6.9.final.0
2024-05-20 21:25:26.183 [info] [Info  - 9:25:26 PM] (13733) Found 168 source files
2024-05-20 21:25:34.455 [info] [Info  - 9:25:34 PM] (13733) Background analysis(1) root directory: file:///home/mi/.vscode-server/extensions/ms-python.vscode-pylance-2024.5.1/dist
2024-05-20 21:25:34.458 [info] [Info  - 9:25:34 PM] (13733) Background analysis(1) started
2024-05-20 21:25:34.487 [info] [Info  - 9:25:34 PM] (13733) Indexer background runner(2) root directory: file:///home/mi/.vscode-server/extensions/ms-python.vscode-pylance-2024.5.1/dist (index)
2024-05-20 21:25:34.488 [info] [Info  - 9:25:34 PM] (13733) Indexing(2) started
2024-05-20 21:25:37.222 [info] [Info  - 9:25:37 PM] (13733) [IDX(2)] Long operation: scan packages file:///home/mi (5435ms)
2024-05-20 21:25:37.223 [info] [Info  - 9:25:37 PM] (13733) scanned(2) 332 files over 1 exec env
2024-05-20 21:25:39.109 [info] [Info  - 9:25:39 PM] (13733) [BG(1)] Long operation: checking: file:///home/mi/workplace/src/learning/learning/safe.py (7353ms)
2024-05-20 21:25:39.109 [info] [Info  - 9:25:39 PM] (13733) [BG(1)] Long operation: analyzing: file:///home/mi/workplace/src/learning/learning/safe.py (10259ms)
2024-05-20 21:25:39.808 [info] [Info  - 9:25:39 PM] (13733) indexed(2) 100 files over 1 exec env
2024-05-20 21:25:40.327 [info] [Info  - 9:25:40 PM] (13733) Indexing finished(2).
2024-05-20 21:30:00.543 [info] [Info  - 9:30:00 PM] (13733) Found 167 source files
2024-05-20 21:50:05.483 [info] [Info  - 9:50:05 PM] (13733) Found 172 source files
2024-05-20 21:50:09.138 [info] [Info  - 9:50:09 PM] (13733) [BG(1)] Long operation: checking: file:///home/mi/workplace/src/learning/learning/get_data.py (2897ms)
